gameweek,player_id,player_name,team_id,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,position_id,kickoff_time,home_or_away_id,opposition_id,opposition_name,recent_points,total_bps,total_influence,total_creativity,total_threat,total_xg,total_xa,total_xgi,total_xgc,win_odds,>2.5,minutes,fpl_points,over_four_fpl_points
8,567,Pedro Lomba Neto,20,1100,1100,1085,1105,1115,1100,3,13,1,2,Aston Villa,24,89,124.39999999999999,124.7,67.0,0.31000000000000005,1.34,1.6500000000000001,6.85,3.5,1.75,90,5,1
8,569,José Malheiro de Sá,20,1100,1100,1085,1105,1115,1100,1,13,1,2,Aston Villa,8,54,99.60000000000001,0.0,0.0,0.0,0.0,0.0,6.85,3.5,1.75,90,3,0
8,572,Nélson Cabral Semedo,20,1100,1100,1085,1105,1115,1100,2,13,1,2,Aston Villa,2,36,58.0,31.9,10.0,0.12000000000000001,0.17,0.29,6.46,3.5,1.75,90,1,0
8,573,Toti António Gomes,20,1100,1100,1085,1105,1115,1100,2,13,1,2,Aston Villa,1,5,11.4,0.3,0.0,0.0,0.0,0.0,1.64,3.5,1.75,90,2,0
8,575,Tom Lockyer,12,1055,1090,1020,1060,1090,1120,2,11,1,18,Spurs,5,23,24.8,11.7,8.0,0.28,0.03,0.31000000000000005,1.5699999999999998,6.0,1.53,80,1,0
8,582,Pelly Ruddock Mpanzu,12,1055,1090,1020,1060,1090,1120,3,11,1,18,Spurs,3,9,4.4,15.1,16.0,0.1,0.93,1.03,0.7,6.0,1.53,66,2,0
8,584,Pau Torres,2,1160,1285,1140,1220,1180,1350,2,13,2,20,Wolves,11,59,46.8,19.1,19.0,0.03,0.04,0.07,4.99,2.1,1.75,90,10,1
8,588,Ashley Young,9,1095,1100,1125,1125,1065,1080,2,14,1,3,Bournemouth,3,28,35.8,41.099999999999994,9.0,0.07,0.16000000000000003,0.23,3.3,1.91,1.85,90,5,1
8,590,Matheus Santos Carneiro Da Cunha,20,1100,1100,1085,1105,1115,1100,4,13,1,2,Aston Villa,10,41,47.6,10.5,54.0,0.9,0.09000000000000001,0.99,5.56,3.5,1.75,75,2,0
8,591,Willian Borges da Silva,10,1055,1175,1050,1180,1060,1170,3,14,1,17,Sheffield Utd,10,39,27.6,43.7,35.0,0.22000000000000003,0.15,0.37,1.49,1.62,1.96,90,10,1
8,595,Milos Kerkez,3,1100,1100,1055,1130,1145,1075,2,14,2,9,Everton,5,23,25.8,27.5,2.0,0.0,0.23,0.23,6.37,3.8,1.85,66,1,0
8,596,James Trafford,6,1045,1050,1050,1050,1040,1050,1,14,1,7,Chelsea,6,57,90.6,0.0,0.0,0.0,0.0,0.0,3.9000000000000004,4.5,1.85,90,0,0
8,597,André Onana,14,1125,1220,1130,1210,1120,1230,1,14,1,4,Brentford,9,56,95.4,0.0,0.0,0.0,0.0,0.0,5.28,1.67,1.65,90,2,0
8,599,Moussa Diaby,2,1160,1285,1140,1220,1180,1350,3,13,2,20,Wolves,10,26,30.6,54.7,51.0,0.38,0.47000000000000003,0.85,4.8,2.1,1.75,61,2,0
8,606,Igor Julio dos Santos de Paulo,5,1100,1210,1070,1180,1135,1240,2,13,1,11,Liverpool,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.36,62,1,0
8,611,Axel Disasi,7,1125,1190,1080,1150,1170,1230,2,14,2,6,Burnley,9,47,55.199999999999996,27.6,14.0,0.16999999999999998,0.87,1.04,2.94,1.73,1.85,90,2,0
8,614,Thomas Kaminski,12,1055,1090,1020,1060,1090,1120,1,11,1,18,Spurs,4,29,21.8,0.0,0.0,0.0,0.01,0.01,2.63,6.0,1.53,90,3,0
8,616,Joško Gvardiol,13,1355,1365,1350,1360,1360,1370,2,15,2,1,Arsenal,8,44,37.0,34.3,15.0,0.08,0.38,0.46,1.97,2.4,1.75,90,2,0
8,617,Rasmus Højlund,14,1125,1220,1130,1210,1120,1230,4,14,1,4,Brentford,5,6,7.0,24.7,35.0,0.55,0.06999999999999999,0.6200000000000001,3.22,1.67,1.65,90,2,0
8,631,Jacob Brown,12,1055,1090,1020,1060,1090,1120,4,11,1,18,Spurs,5,16,19.799999999999997,37.0,49.0,0.73,0.22,0.9500000000000001,1.7200000000000002,6.0,1.53,65,2,0
8,638,Vini de Souza Costa,17,1030,1040,1045,1020,1020,1060,3,14,2,10,Fulham,6,35,58.8,5.8999999999999995,15.0,0.01,0.02,0.03,8.4,6.0,1.96,90,3,0
8,639,Micky van de Ven,18,1170,1230,1110,1150,1230,1310,2,11,2,12,Luton,3,41,44.599999999999994,2.7,2.0,0.0,0.02,0.02,4.0,1.45,1.53,90,15,1
8,642,Edson Álvarez Velázquez,19,1100,1145,1055,1140,1150,1150,3,13,1,15,Newcastle,4,37,58.0,16.2,7.0,0.14,0.05,0.19,7.33,3.2,1.7,90,2,0
8,657,Jesurun Rak-Sakyi,8,1070,1100,1080,1120,1060,1085,3,16,1,16,Nott'm Forest,2,5,2.0,0.5,0.0,0.0,0.0,0.0,0.64,2.2,2.25,64,3,0
8,660,Wilson Odobert,6,1045,1050,1050,1050,1040,1050,3,14,1,7,Chelsea,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.85,78,6,1
8,661,Jack Harrison,9,1095,1100,1125,1125,1065,1080,3,14,1,3,Bournemouth,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,1.85,77,14,1
8,663,Gustavo Hamer,17,1030,1040,1045,1020,1020,1060,3,14,2,10,Fulham,14,51,66.0,79.3,50.0,0.44000000000000006,0.28,0.72,6.36,6.0,1.96,65,2,0
8,664,James Ward-Prowse,19,1100,1145,1055,1140,1150,1150,3,13,1,15,Newcastle,16,82,99.0,94.7,26.0,0.57,0.69,1.26,8.12,3.2,1.7,90,2,0
8,674,Hannes Delcroix,6,1045,1050,1050,1050,1040,1050,2,14,1,7,Chelsea,0,3,5.4,0.5,21.0,0.29,0.0,0.29,1.29,4.5,1.85,90,0,0
8,688,Timothy Castagne,10,1055,1175,1050,1180,1060,1170,2,14,1,17,Sheffield Utd,15,61,45.599999999999994,33.0,31.0,0.07,0.26,0.33,1.77,1.62,1.96,90,2,0
8,690,Carlos Baleba,5,1100,1210,1070,1180,1135,1240,3,13,1,11,Liverpool,1,6,8.4,0.8,0.0,0.0,0.0,0.0,0.79,3.0,1.36,90,1,0
8,693,Luke Thomas,17,1030,1040,1045,1020,1020,1060,2,14,2,10,Fulham,0,24,31.0,2.7,42.0,0.43000000000000005,0.01,0.44000000000000006,5.91,6.0,1.96,65,2,0
8,696,Murillo Santiago Costa dos Santos,16,1065,1100,1050,1125,1080,1080,2,16,2,8,Crystal Palace,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2.25,90,7,1
8,703,Jonny Evans,14,1125,1220,1130,1210,1120,1230,2,14,1,4,Brentford,12,43,37.8,14.2,2.0,0.0,0.14,0.14,1.85,1.67,1.65,90,2,0
8,706,Mike Trésor,6,1045,1050,1050,1050,1040,1050,3,14,1,7,Chelsea,3,15,9.0,31.0,4.0,0.05,0.13,0.18,0.88,4.5,1.85,60,2,0
8,709,Sofyan Amrabat,14,1125,1220,1130,1210,1120,1230,3,14,1,4,Brentford,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.67,1.65,86,2,0
8,712,Nicolás Domínguez,16,1065,1100,1050,1125,1080,1080,3,16,2,8,Crystal Palace,2,12,12.4,4.3,1.0,0.04,0.05,0.09,1.33,3.6,2.25,90,3,0
8,713,Ibrahim Sangaré,16,1065,1100,1050,1125,1080,1080,3,16,2,8,Crystal Palace,2,13,17.0,5.5,1.0,0.06,0.05,0.11,1.34,3.6,2.25,75,3,0
9,5,Gabriel dos Santos Magalhães,1,1350,1365,1370,1370,1330,1360,2,16,2,7,Chelsea,12,59,52.2,6.2,8.0,0.07,0.03,0.1,2.49,2.25,1.98,90,1,0
9,8,Gabriel Fernando de Jesus,1,1350,1365,1370,1370,1330,1360,4,16,2,7,Chelsea,8,20,20.0,38.1,55.0,0.61,0.2,0.81,2.19,2.25,1.98,67,2,0
9,9,Jorge Luiz Frello Filho,1,1350,1365,1370,1370,1330,1360,3,16,2,7,Chelsea,2,2,9.4,2.9000000000000004,0.0,0.0,0.02,0.02,0.6,2.25,1.98,67,2,0
9,12,Gabriel Martinelli Silva,1,1350,1365,1370,1370,1330,1360,3,16,2,7,Chelsea,1,2,0.0,0.8,4.0,0.0,0.01,0.01,0.0,2.25,1.98,77,2,0
9,14,Martin Ødegaard,1,1350,1365,1370,1370,1330,1360,3,16,2,7,Chelsea,21,69,91.8,115.99999999999999,82.0,1.1400000000000001,0.51,1.65,2.49,2.25,1.98,77,2,0
9,19,Bukayo Saka,1,1350,1365,1370,1370,1330,1360,3,16,2,7,Chelsea,28,95,118.8,86.6,124.0,1.8199999999999998,0.8600000000000001,2.6799999999999997,2.4,2.25,1.98,90,5,1
9,20,William Saliba,1,1350,1365,1370,1370,1330,1360,2,16,2,7,Chelsea,13,63,54.199999999999996,2.9,0.0,0.0,0.02,0.02,2.49,2.25,1.98,90,1,0
9,27,Auston Trusty,17,1030,1040,1045,1020,1020,1060,2,19,1,14,Man Utd,1,9,6.8,0.1,0.0,0.0,0.0,0.0,1.02,6.5,1.53,90,0,0
9,28,Matt Turner,16,1065,1100,1050,1125,1080,1080,1,14,1,12,Luton,6,40,39.2,0.0,0.0,0.0,0.0,0.0,3.59,1.67,2.08,90,1,0
9,29,Benjamin White,1,1350,1365,1370,1370,1330,1360,2,16,2,7,Chelsea,25,87,91.80000000000001,35.49999999999999,46.0,0.52,0.16,0.68,2.49,2.25,1.98,90,0,0
9,33,Cameron Archer,17,1030,1040,1045,1020,1020,1060,4,19,1,14,Man Utd,5,7,15.2,51.1,14.0,0.16,0.13,0.29000000000000004,7.48,6.5,1.53,90,2,0
9,36,Matty Cash,2,1160,1285,1140,1220,1180,1350,2,15,1,19,West Ham,13,58,65.6,23.0,55.0,0.74,0.53,1.27,4.23,1.85,1.57,90,2,0
9,42,Lucas Digne,2,1160,1285,1140,1220,1180,1350,2,15,1,19,West Ham,11,42,61.599999999999994,66.0,24.0,0.12,0.3,0.42,4.23,1.85,1.57,90,2,0
9,43,Douglas Luiz Soares de Paulo,2,1160,1285,1140,1220,1180,1350,3,15,1,19,West Ham,20,77,110.0,43.8,39.0,0.9800000000000001,0.37,1.35,4.23,1.85,1.57,90,15,1
9,47,Boubacar Kamara,2,1160,1285,1140,1220,1180,1350,3,15,1,19,West Ham,6,38,43.2,45.900000000000006,2.0,0.0,0.09,0.09,3.2399999999999998,1.85,1.57,90,2,0
9,48,Ezri Konsa Ngoyo,2,1160,1285,1140,1220,1180,1350,2,15,1,19,West Ham,10,54,64.4,3.4999999999999996,11.0,0.21,0.02,0.22999999999999998,4.23,1.85,1.57,90,6,1
9,49,Emiliano Martínez Romero,2,1160,1285,1140,1220,1180,1350,1,15,1,19,West Ham,10,50,66.0,0.0,0.0,0.0,0.0,0.0,4.23,1.85,1.57,90,3,0
9,50,John McGinn,2,1160,1285,1140,1220,1180,1350,3,15,1,19,West Ham,9,32,41.400000000000006,60.2,7.0,0.04,0.36000000000000004,0.4,3.52,1.85,1.57,90,5,1
9,52,Marvelous Nakamba,12,1055,1090,1020,1060,1090,1120,3,14,2,16,Nott'm Forest,7,55,62.8,21.7,8.0,0.12,0.1,0.22,5.51,5.5,2.08,90,2,0
9,60,Ollie Watkins,2,1160,1285,1140,1220,1180,1350,4,15,1,19,West Ham,37,148,165.0,81.6,167.0,1.62,0.35000000000000003,1.97,4.04,1.85,1.57,90,11,1
9,63,Philip Billing,3,1100,1100,1055,1130,1145,1075,3,14,1,20,Wolves,7,21,23.199999999999996,17.6,32.0,0.49,0.04,0.53,6.26,2.38,1.85,90,6,1
9,70,Lloyd Kelly,3,1100,1100,1055,1130,1145,1075,2,14,1,20,Wolves,9,51,41.599999999999994,32.3,0.0,0.0,0.06,0.06,3.46,2.38,1.85,90,1,0
9,77,Norberto Murara Neto,3,1100,1100,1055,1130,1145,1075,1,14,1,20,Wolves,12,60,87.0,0.0,0.0,0.0,0.0,0.0,7.050000000000001,2.38,1.85,90,2,0
9,85,Dominic Solanke,3,1100,1100,1055,1130,1145,1075,4,14,1,20,Wolves,10,25,39.2,25.599999999999998,93.0,1.15,0.18000000000000002,1.33,7.050000000000001,2.38,1.85,84,7,1
9,86,Marcus Tavernier,3,1100,1100,1055,1130,1145,1075,3,14,1,20,Wolves,6,25,27.400000000000002,44.6,28.0,0.09000000000000001,0.29000000000000004,0.38,5.09,2.38,1.85,74,2,0
9,89,Illia Zabarnyi,3,1100,1100,1055,1130,1145,1075,2,14,1,20,Wolves,6,51,46.6,3.1,4.0,0.07,0.02,0.09000000000000001,7.050000000000001,2.38,1.85,90,0,0
9,90,Kristoffer Ajer,4,1100,1100,1110,1055,1090,1150,2,14,1,6,Burnley,2,20,12.0,3.1,23.0,0.12000000000000001,0.8600000000000001,0.98,1.16,1.83,1.95,75,5,1
9,96,Nathan Collins,4,1100,1100,1110,1055,1090,1150,2,14,1,6,Burnley,4,40,56.0,15.200000000000001,4.0,0.0,0.05,0.05,3.74,1.83,1.95,90,6,1
9,101,Mark Flekken,4,1100,1100,1110,1055,1090,1150,1,14,1,6,Burnley,5,37,35.4,0.0,0.0,0.0,0.0,0.0,3.74,1.83,1.95,90,6,1
9,105,Vitaly Janelt,4,1100,1100,1110,1055,1090,1150,3,14,1,6,Burnley,9,50,40.400000000000006,49.7,15.0,0.05,0.22000000000000003,0.27,2.56,1.83,1.95,90,2,0
9,106,Mathias Jensen,4,1100,1100,1110,1055,1090,1150,3,14,1,6,Burnley,17,65,87.0,75.5,17.0,0.12,0.47,0.59,3.49,1.83,1.95,75,2,0
9,108,Bryan Mbeumo,4,1100,1100,1110,1055,1090,1150,3,14,1,6,Burnley,5,24,27.200000000000003,87.4,54.0,0.44999999999999996,0.42,0.8700000000000001,3.74,1.83,1.95,90,14,1
9,110,Christian Nørgaard,4,1100,1100,1110,1055,1090,1150,3,14,1,6,Burnley,12,53,63.0,35.9,48.0,0.77,0.17,0.94,3.74,1.83,1.95,90,3,0
9,111,Frank Onyeka,4,1100,1100,1110,1055,1090,1150,3,14,1,6,Burnley,2,8,12.399999999999999,17.6,5.0,0.02,0.27,0.29,1.2,1.83,1.95,83,2,0
9,112,Ethan Pinnock,4,1100,1100,1110,1055,1090,1150,2,14,1,6,Burnley,5,40,65.19999999999999,14.0,37.0,0.29000000000000004,0.01,0.3,3.74,1.83,1.95,90,7,1
9,113,David Raya Martin,1,1350,1365,1370,1370,1330,1360,1,16,2,7,Chelsea,16,71,52.199999999999996,0.0,0.0,0.0,0.0,0.0,2.49,2.25,1.98,90,2,0
9,119,Yoane Wissa,4,1100,1100,1110,1055,1090,1150,4,14,1,6,Burnley,5,14,19.0,38.300000000000004,65.0,0.72,0.09,0.81,3.74,1.83,1.95,90,8,1
9,122,Simon Adingra,5,1100,1210,1070,1180,1135,1240,3,14,2,13,Man City,8,27,37.400000000000006,51.9,13.0,0.03,0.26,0.29000000000000004,2.66,6.5,1.36,90,2,0
9,126,Moisés Caicedo Corozo,7,1125,1190,1080,1150,1170,1230,3,16,1,1,Arsenal,5,26,27.2,6.800000000000001,7.0,0.03,0.02,0.05,1.71,3.2,1.98,90,2,0
9,129,Lewis Dunk,5,1100,1210,1070,1180,1135,1240,2,14,2,13,Man City,1,40,64.0,4.9,17.0,0.28,0.18,0.45999999999999996,3.91,6.5,1.36,90,1,0
9,132,Evan Ferguson,5,1100,1210,1070,1180,1135,1240,4,14,2,13,Man City,3,1,9.4,14.7,26.0,0.12000000000000001,0.33,0.44999999999999996,1.5999999999999999,6.5,1.36,74,2,0
9,134,Pascal Groß,5,1100,1210,1070,1180,1135,1240,3,14,2,13,Man City,10,34,48.2,2.1,26.0,0.34,0.01,0.35,0.96,6.5,1.36,90,2,0
9,135,João Pedro Junqueira de Jesus,5,1100,1210,1070,1180,1135,1240,4,14,2,13,Man City,12,55,78.8,70.5,41.0,0.22,1.13,1.35,1.51,6.5,1.36,64,2,0
9,140,Solly March,5,1100,1210,1070,1180,1135,1240,3,14,2,13,Man City,2,6,6.8,5.3,4.0,0.34,0.13,0.47,1.15,6.5,1.36,90,1,0
9,143,Kaoru Mitoma,5,1100,1210,1070,1180,1135,1240,3,14,2,13,Man City,17,38,80.6,35.9,122.0,0.95,0.13,1.0799999999999998,3.46,6.5,1.36,90,2,0
9,145,Robert Sánchez,7,1125,1190,1080,1150,1170,1230,1,16,1,1,Arsenal,21,86,109.19999999999999,0.0,0.0,0.0,0.0,0.0,3.31,3.2,1.98,90,1,0
9,148,Jason Steele,5,1100,1210,1070,1180,1135,1240,1,14,2,13,Man City,3,36,61.400000000000006,0.0,0.0,0.0,0.0,0.0,2.54,6.5,1.36,90,2,0
9,157,Ameen Al-Dakhil,6,1045,1050,1050,1050,1040,1050,2,14,2,4,Brentford,7,45,57.8,15.8,22.0,0.1,0.28,0.38,6.13,4.2,1.95,90,1,0
9,165,Josh Cullen,6,1045,1050,1050,1050,1040,1050,3,14,2,4,Brentford,7,57,71.6,53.0,14.0,0.05,0.28,0.32999999999999996,6.13,4.2,1.95,90,1,0
9,168,Lyle Foster,6,1045,1050,1050,1050,1040,1050,4,14,2,4,Brentford,11,33,59.8,15.2,42.0,0.62,0.05,0.67,1.87,4.2,1.95,90,2,0
9,173,Dara O'Shea,6,1045,1050,1050,1050,1040,1050,2,14,2,4,Brentford,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.95,90,1,0
9,176,Connor Roberts,6,1045,1050,1050,1050,1040,1050,2,14,2,4,Brentford,8,54,75.8,29.700000000000003,8.0,0.0,0.08,0.08,6.07,4.2,1.95,77,-2,0
9,178,Charlie Taylor,6,1045,1050,1050,1050,1040,1050,2,14,2,4,Brentford,5,46,63.400000000000006,15.2,5.0,0.02,0.1,0.12000000000000001,6.13,4.2,1.95,90,1,0
9,197,Levi Colwill,7,1125,1190,1080,1150,1170,1230,2,16,1,1,Arsenal,20,77,73.8,13.0,70.0,0.52,0.06,0.5800000000000001,3.22,3.2,1.98,90,1,0
9,198,Marc Cucurella Saseta,7,1125,1190,1080,1150,1170,1230,2,16,1,1,Arsenal,5,24,17.4,2.2,0.0,0.0,0.0,0.0,1.08,3.2,1.98,90,0,0
9,199,Enzo Fernández,7,1125,1190,1080,1150,1170,1230,3,16,1,1,Arsenal,9,30,37.599999999999994,25.9,35.0,0.61,0.17,0.78,2.5,3.2,1.98,90,2,0
9,202,Conor Gallagher,7,1125,1190,1080,1150,1170,1230,3,16,1,1,Arsenal,8,44,48.4,50.5,38.0,0.27999999999999997,0.35000000000000003,0.63,3.31,3.2,1.98,90,6,1
9,203,Malo Gusto,7,1125,1190,1080,1150,1170,1230,2,16,1,1,Arsenal,4,24,15.4,18.6,13.0,0.02,0.14,0.16,3.09,3.2,1.98,90,1,0
9,210,Mykhailo Mudryk,7,1125,1190,1080,1150,1170,1230,3,16,1,1,Arsenal,11,41,50.800000000000004,36.6,43.0,0.59,0.62,1.21,0.8,3.2,1.98,65,14,1
9,216,Raheem Sterling,7,1125,1190,1080,1150,1170,1230,3,16,1,1,Arsenal,4,-1,12.399999999999999,39.6,90.0,0.6,0.32999999999999996,0.9299999999999999,3.0,3.2,1.98,83,2,0
9,217,Thiago Emiliano da Silva,7,1125,1190,1080,1150,1170,1230,2,16,1,1,Arsenal,16,79,67.2,22.7,0.0,0.0,0.05,0.05,3.31,3.2,1.98,90,0,0
9,220,Joachim Andersen,8,1070,1100,1080,1120,1060,1085,2,14,2,15,Newcastle,22,82,87.4,25.9,35.0,0.51,0.25,0.76,5.49,7.0,1.85,90,0,0
9,221,Jordan Ayew,8,1070,1100,1080,1120,1060,1085,3,14,2,15,Newcastle,6,25,24.8,15.9,6.0,0.0,0.02,0.02,2.58,7.0,1.85,90,2,0
9,223,Cheick Doucouré,8,1070,1100,1080,1120,1060,1085,3,14,2,15,Newcastle,7,43,53.0,21.1,4.0,0.0,0.28,0.28,4.85,7.0,1.85,90,2,0
9,225,Odsonne Edouard,8,1070,1100,1080,1120,1060,1085,4,14,2,15,Newcastle,10,32,51.4,29.3,35.0,0.31,0.04,0.35000000000000003,2.37,7.0,1.85,90,1,0
9,228,Marc Guéhi,8,1070,1100,1080,1120,1060,1085,2,14,2,15,Newcastle,15,55,48.2,1.0,4.0,0.11,0.06,0.16999999999999998,2.28,7.0,1.85,90,0,0
9,229,Will Hughes,8,1070,1100,1080,1120,1060,1085,3,14,2,15,Newcastle,6,37,71.8,21.2,20.0,0.14,0.060000000000000005,0.2,5.49,7.0,1.85,69,2,0
9,230,Sam Johnstone,8,1070,1100,1080,1120,1060,1085,1,14,2,15,Newcastle,18,69,76.8,0.0,0.0,0.0,0.0,0.0,5.49,7.0,1.85,90,1,0
9,231,Jefferson Lerma Solís,8,1070,1100,1080,1120,1060,1085,3,14,2,15,Newcastle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.85,86,2,0
9,232,Jean-Philippe Mateta,8,1070,1100,1080,1120,1060,1085,4,14,2,15,Newcastle,8,13,32.2,35.8,21.0,0.06,0.25,0.31000000000000005,4.83,7.0,1.85,60,1,0
9,234,Tyrick Mitchell,8,1070,1100,1080,1120,1060,1085,2,14,2,15,Newcastle,12,52,55.2,5.3999999999999995,2.0,0.0,0.02,0.02,5.49,7.0,1.85,90,-1,0
9,242,Joel Ward,8,1070,1100,1080,1120,1060,1085,2,14,2,15,Newcastle,11,42,32.2,3.3000000000000003,12.0,0.48,0.01,0.49,5.49,7.0,1.85,90,0,0
9,245,Jarrad Branthwaite,9,1095,1100,1125,1125,1065,1080,2,11,2,11,Liverpool,4,37,64.4,5.6,2.0,0.0,0.01,0.01,2.95,7.5,1.4,90,1,0
9,246,Dominic Calvert-Lewin,9,1095,1100,1125,1125,1065,1080,4,11,2,11,Liverpool,12,46,72.6,16.400000000000002,95.0,2.0999999999999996,0.03,2.13,1.9,7.5,1.4,60,2,0
9,249,Abdoulaye Doucouré,9,1095,1100,1125,1125,1065,1080,3,11,2,11,Liverpool,13,58,57.99999999999999,82.0,68.0,0.49,0.25,0.74,2.95,7.5,1.4,90,2,0
9,250,James Garner,9,1095,1100,1125,1125,1065,1080,3,11,2,11,Liverpool,10,40,41.0,95.19999999999999,31.0,0.78,1.18,1.96,1.9300000000000002,7.5,1.4,90,2,0
9,258,Neal Maupay,4,1100,1100,1110,1055,1090,1150,4,14,1,6,Burnley,2,5,5.4,2.5999999999999996,38.0,0.27,0.02,0.29000000000000004,0.26,1.83,1.95,87,5,1
9,260,Vitalii Mykolenko,9,1095,1100,1125,1125,1065,1080,2,11,2,11,Liverpool,6,41,66.4,43.5,26.0,0.16,0.24,0.4,2.95,7.5,1.4,87,2,0
9,261,Amadou Onana,9,1095,1100,1125,1125,1065,1080,3,11,2,11,Liverpool,6,24,31.2,30.900000000000002,50.0,0.62,0.2,0.8200000000000001,2.8200000000000003,7.5,1.4,79,2,0
9,263,Jordan Pickford,9,1095,1100,1125,1125,1065,1080,1,11,2,11,Liverpool,6,34,43.199999999999996,10.0,0.0,0.0,0.03,0.03,2.95,7.5,1.4,90,2,0
9,265,James Tarkowski,9,1095,1100,1125,1125,1065,1080,2,11,2,11,Liverpool,17,69,114.0,63.5,47.0,0.28,0.75,1.03,2.95,7.5,1.4,90,0,0
9,270,Bobby De Cordova-Reid,10,1055,1175,1050,1180,1060,1170,3,19,2,18,Spurs,4,12,12.0,20.6,0.0,0.0,0.19,0.19,0.65,6.0,1.5,61,2,0
9,275,Bernd Leno,10,1055,1175,1050,1180,1060,1170,1,19,2,18,Spurs,17,75,62.0,0.0,0.0,0.0,0.0,0.0,3.31,6.0,1.5,90,2,0
9,276,Saša Lukić,10,1055,1175,1050,1180,1060,1170,3,19,2,18,Spurs,1,-1,7.0,1.8,17.0,0.58,0.0,0.58,0.04,6.0,1.5,71,2,0
9,280,João Palhinha Gonçalves,10,1055,1175,1050,1180,1060,1170,3,19,2,18,Spurs,7,21,34.199999999999996,11.6,9.0,0.16,0.04,0.2,3.31,6.0,1.5,81,2,0
9,281,Tim Ream,10,1055,1175,1050,1180,1060,1170,2,19,2,18,Spurs,14,59,45.0,8.6,6.0,0.0,0.07999999999999999,0.07999999999999999,3.31,6.0,1.5,90,1,0
9,283,Antonee Robinson,10,1055,1175,1050,1180,1060,1170,2,19,2,18,Spurs,8,46,40.2,43.3,4.0,0.0,0.16,0.16,2.03,6.0,1.5,90,1,0
9,290,Trent Alexander-Arnold,11,1240,1370,1210,1350,1270,1390,2,11,1,9,Everton,1,3,4.0,14.0,0.0,0.0,0.04,0.04,0.66,1.33,1.4,90,6,1
9,291,Alisson Ramses Becker,11,1240,1370,1210,1350,1270,1390,1,11,1,9,Everton,9,61,83.4,0.0,0.0,0.0,0.0,0.0,3.8400000000000003,1.33,1.4,90,8,1
9,294,Diogo Teixeira da Silva,11,1240,1370,1210,1350,1270,1390,3,11,1,9,Everton,5,14,35.4,5.1,48.0,0.6000000000000001,0.1,0.7,2.14,1.33,1.4,90,3,0
9,302,Ibrahima Konaté,11,1240,1370,1210,1350,1270,1390,2,11,1,9,Everton,2,12,11.6,11.0,0.0,0.0,0.01,0.01,0.78,1.33,1.4,66,5,1
9,303,Luis Díaz,11,1240,1370,1210,1350,1270,1390,3,11,1,9,Everton,5,7,15.2,55.199999999999996,62.0,0.93,0.6300000000000001,1.56,2.76,1.33,1.4,80,6,1
9,304,Alexis Mac Allister,11,1240,1370,1210,1350,1270,1390,3,11,1,9,Everton,7,29,45.6,42.7,2.0,0.07,0.4,0.47,3.43,1.33,1.4,90,3,0
9,308,Mohamed Salah,11,1240,1370,1210,1350,1270,1390,3,11,1,9,Everton,21,74,87.80000000000001,114.0,79.0,1.3,2.13,3.43,3.18,1.33,1.4,90,16,1
9,309,Dominik Szoboszlai,11,1240,1370,1210,1350,1270,1390,3,11,1,9,Everton,6,51,58.4,96.0,32.0,0.24,0.47,0.7100000000000001,3.8400000000000003,1.33,1.4,90,3,0
9,311,Konstantinos Tsimikas,11,1240,1370,1210,1350,1270,1390,2,11,1,9,Everton,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.4,61,6,1
9,313,Virgil van Dijk,11,1240,1370,1210,1350,1270,1390,2,11,1,9,Everton,10,54,112.0,32.1,25.0,0.32,0.2,0.52,3.21,1.33,1.4,90,7,1
9,321,Alfie Doughty,12,1055,1090,1020,1060,1090,1120,2,14,2,16,Nott'm Forest,13,64,69.8,259.5,32.0,0.1,1.04,1.1400000000000001,4.45,5.5,2.08,90,1,0
9,326,Carlton Morris,12,1055,1090,1020,1060,1090,1120,4,14,2,16,Nott'm Forest,21,54,74.4,38.8,130.0,1.79,0.13,1.9200000000000002,5.33,5.5,2.08,81,2,0
9,328,Chiedozie Ogbene,12,1055,1090,1020,1060,1090,1120,4,14,2,16,Nott'm Forest,7,25,20.6,59.7,42.0,0.31,0.47,0.78,4.58,5.5,2.08,90,8,1
9,341,Manuel Akanji,13,1355,1365,1350,1360,1360,1370,2,14,1,5,Brighton,8,56,69.0,52.5,19.0,0.08,0.13,0.21000000000000002,2.41,1.4,1.36,90,-1,0
9,343,Julián Álvarez,13,1355,1365,1350,1360,1360,1370,4,14,1,5,Brighton,18,70,96.0,103.0,54.0,0.7000000000000001,0.53,1.23,1.63,1.4,1.36,90,9,1
9,344,Bernardo Veiga de Carvalho e Silva,13,1355,1365,1350,1360,1360,1370,3,14,1,5,Brighton,13,49,64.0,55.0,35.0,0.35,0.56,0.91,0.94,1.4,1.36,90,2,0
